DESIGNATION,RA,DEC
HD 203803,320.995772,24.2742169
HD 203842,321.1026856,10.17433314
HD 203857,320.9515858,37.35143987
HD 203858,321.0312281,25.31246688
HD 203886,321.0965605,24.52835312
HD 203913,321.4523833,-23.82216494
HD 203925,321.1419328,26.17458354
HD 203949,321.5962572,-37.82947973
HD 203955,323.3387001,-80.03945502
HD 204041,321.4651567,0.534406833
HD 204070,321.4431564,15.61762345
HD 204073,321.604643,-12.09640079
HD 204110,322.0442142,-52.30241633
HD 204149,318.1899803,84.25864127
HD 204228,322.251146,-53.7060251
HD 204363,322.0581808,-11.56848633
HD 204411,321.7154877,48.83527975
HD 204428,321.6874881,52.8985571
HD 204485,322.0350816,32.22568499
HD 204540,322.1762313,25.92128125
HD 204548,322.4173757,-14.02724398
HD 204560,322.2496202,17.90591934
HD 204577,322.498388,-19.14802433
HD 204642,322.3139423,28.58236786
HD 20468,49.68262456,34.22261755
HD 204692,322.6681443,-14.29137045
HD 204721,322.0205827,62.09644155
HD 204754,322.2198739,55.41876318
HD 20485,48.72138969,-59.51350037
HD 204862,322.7902109,12.13740736
HD 204873,323.3233182,-52.73783442
HD 204904,324.7366438,-79.44270273
HD 204943,323.1389247,-24.59038858
HD 204960,323.3478633,-44.8487172
HD 204965,322.5848644,52.95806802
HD 204971,323.0922819,-12.26733661
HD 205011,322.9589847,23.84518758
HD 205072,321.2076109,80.52477095
HD 205084,322.8259915,52.1957845
HD 205096,323.5713287,-42.92471784
HD 205139,322.7470323,60.45941518
HD 20520,49.32251108,-23.52024405
HD 205260,323.5627974,-3.410699887
HD 205265,323.7209132,-29.69618682
HD 205314,323.2359229,49.97768092
HD 205342,323.8168615,-23.4543794
HD 205349,323.324504,45.85399863
HD 2054,6.276874315,53.04676265
HD 205417,324.5121993,-64.82420972
HD 205422,323.6914688,18.3289871
HD 205423,323.8233755,-3.983326836
HD 205448,324.0969491,-40.33026157
HD 205539,323.8303544,28.19745959
HD 205603,324.0206124,15.08159864
HD 205624,324.2442703,-18.74398975
HD 205688,324.057986,30.05568614
HD 205730,324.0107982,45.37459069
HD 205765,324.3905828,-0.390687328
HD 205782,324.3712693,4.682469028
HD 20586,48.79567658,-64.44413564
HD 205872,324.7758611,-33.67903845
HD 205877,324.9987048,-52.35897644
HD 205925,324.6717535,-4.150534194
HD 205933,324.9667796,-43.13197304
HD 205935,325.1406089,-55.73793905
HD 205966,324.3240414,51.06417181
HD 206005,324.8671914,-10.57711063
HD 206027,324.6881602,25.49878592
HD 206040,324.4116633,54.04219012
HD 206053,328.5916863,-85.03350396
HD 206059,325.1805139,54.8721605
HD 20606,49.51158617,-28.79716702
HD 206063,325.1134548,-34.53528876
HD 206181,325.3276609,-35.58500963
HD 206182,325.8902954,-68.06469788
HD 206262,325.2010024,3.896940442
HD 206291,325.442499,-25.10149205
HD 206349,324.9796181,51.47681465
HD 206399,326.3702991,-71.0089021
HD 20640,49.36075174,-47.75156438
HD 206401,325.2657888,34.67513131
HD 206429,325.9950021,-57.3254822
HD 20644,50.08480629,29.04838641
HD 206443,325.9779955,-54.49998643
HD 206502,326.0754266,-55.47318586
HD 206540,325.6373808,10.82427701
HD 206546,325.8067769,-19.62101616
HD 2066,6.206782791,-18.47215993
HD 206690,326.3285621,-49.4985462
HD 206720,325.9427634,11.10133327
HD 206731,325.6617376,49.60021454
HD 206749,325.7768558,41.15491103
HD 206793,325.9920346,22.81511943
HD 20681,50.09720273,19.87272837
HD 206842,325.6889732,59.27084856
HD 206863,326.2009183,2.992054322
HD 206958,326.6007275,-32.71481271
HD 206963,326.105816,46.86293927
HD 20699,50.00756295,1.483631559
HD 207086,326.1629359,58.22580783
HD 207088,326.4359706,35.85735437
HD 207104,326.8939638,-37.95212415
HD 207119,326.3016483,52.26757043
HD 207134,326.6005964,25.56374577
HD 20716,50.21444761,20.50932623
HD 207218,326.569277,43.06080967
HD 207229,327.5005087,-64.71270459
HD 207235,326.9096203,-5.916723616
HD 207328,326.5691863,58.0624544
HD 207400,327.5081317,-47.72517202
HD 207435,327.2576827,-5.40394187
HD 207446,327.0348451,36.580362
HD 207503,327.4208689,-12.72278789
HD 207516,327.122435,38.64858488
HD 207552,327.554163,-16.84492966
HD 207563,327.36195,20.46244526
HD 20762,50.8867112,58.72194631
HD 207627,327.6480338,-8.982746351
HD 207636,326.753404,70.15077085
HD 207673,327.4170421,41.14876054
HD 207684,327.0628032,65.17071934
HD 207756,327.6278894,32.65738415
HD 207760,327.924616,-18.62328041
HD 207765,328.089486,-41.41274173
HD 207780,327.3292052,61.27265925
HD 207796,327.890492,0.770475256
HD 207826,327.2833864,66.79173059
HD 207840,327.8928014,19.82674257
HD 207883,329.2682914,-76.21126888
HD 207920,328.1874266,-3.991956417
HD 207964,328.7978804,-61.88701238
HD 207991,327.9806737,48.43714598
HD 208007,328.2435871,15.9322365
HD 208033,328.5795443,-36.06168481
HD 208095,328.0044634,55.79675744
HD 208108,328.4058124,19.66847799
HD 208110,328.4910293,6.864843556
HD 208177,328.6497613,-3.301423196
HD 208184,329.0145238,-52.46392478
HD 208202,328.5724114,19.71807206
HD 208215,328.9797801,-46.92825819
HD 208253,328.33249,53.99712986
HD 208285,328.9820964,-30.60600955
HD 208321,329.0947415,-37.25369725
HD 208345,328.7265042,32.33872335
HD 208363,328.8376092,20.84892749
HD 208442,328.8383642,36.1461225
HD 208500,330.4689728,-77.66256893
HD 208527,329.0999416,21.23992401
HD 20853,50.18855265,-26.6064077
HD 208563,328.8963603,53.24325232
HD 208606,328.8357874,61.54180024
HD 208625,329.6253385,-41.72101275
HD 208627,329.6457618,-44.06282943
HD 208638,330.5308453,-75.67926491
HD 208682,328.8792199,65.32080817
HD 208728,329.2704541,46.59243548
HD 208737,329.8248759,-38.39509793
HD 208741,330.7663877,-76.11878101
HD 208742,328.0544217,79.55183701
HD 208789,329.6140534,14.02193117
HD 208796,330.1012297,-55.88355122
HD 208897,329.7490752,19.02015434
HD 208942,329.8822652,10.57650805
HD 208947,329.2963172,66.15615325
HD 208971,329.3508755,66.13909484
HD 208992,330.2463552,-36.55648512
HD 209112,329.7231259,62.69805389
HD 209126,330.0712463,34.62958716
HD 209149,330.1111725,33.00618042
HD 209258,329.4626687,74.99666824
HD 209280,330.6719927,-27.36753376
HD 209317,330.0140463,65.43276245
HD 209394,330.5666401,36.98274929
HD 209419,330.4608542,52.8822596
HD 209506,331.1253315,-25.88313368
HD 209635,331.9731257,-70.2856554
HD 20965,50.56834296,-21.10024599
HD 209693,331.143852,32.94171369
HD 209709,331.2643243,14.81585319
HD 209761,331.2973702,26.67382395
HD 20980,50.56788546,-25.58780546
HD 209855,332.6775242,-75.8815818
HD 209905,331.6621074,2.439400142
HD 209932,331.4602955,45.11248042
HD 209945,331.5080807,45.01427579
HD 20995,51.12393207,33.53582678
HD 209977,331.7605129,11.76751929
HD 209993,331.5512585,45.24865867
HD 21004,51.44992442,53.92134427
HD 210056,332.9780014,-76.11619969
HD 21006,51.00382477,19.90709845
HD 210074,331.8697109,19.47569333
HD 21011,50.38935647,-47.7767206
HD 210111,332.1777533,-33.12558535
HD 21019,50.82376065,-7.795073361
HD 210204,332.4916248,-48.10794012
HD 210210,332.0716825,25.54335575
HD 210211,332.0779663,24.15641801
HD 210220,331.7900065,58.84062792
HD 210271,332.4820122,-34.01483917
HD 210289,332.0678584,49.79696426
HD 210300,332.5007833,-28.29232683
HD 21038,51.28905876,41.25732374
HD 210441,332.8635205,-43.84245789
HD 210461,332.5918948,14.62975249
HD 210464,332.7604792,-21.23297789
HD 210502,332.6557548,11.62429588
HD 21051,51.04231214,12.62950173
HD 210532,331.8380546,74.732923
HD 210563,333.4301782,-68.12637929
HD 210594,332.7155533,30.55292253
HD 210622,333.1245866,-40.20343756
HD 21066,50.8221479,-17.43932805
HD 210666,332.765313,43.03059169
HD 21068,50.53880332,-46.76367177
HD 210715,332.7922254,50.82357354
HD 210739,333.2393814,-26.32791431
HD 210747,332.9372936,38.41576187
HD 210762,333.0337723,24.95065348
HD 210848,333.4354918,-25.18086507
HD 210884,332.6607616,70.13268626
HD 210889,333.1993686,34.60436953
HD 210890,333.2917533,18.27964833
HD 210905,332.988175,59.08493567
HD 210925,333.2976577,25.93992694
HD 210939,333.0084079,60.7591444
HD 211006,333.4116263,28.60800526
HD 211029,333.0935676,63.29096632
HD 211053,333.8960244,-44.45150496
HD 211073,333.4699229,39.71501064
HD 211076,333.5762905,17.1889283
HD 211096,333.4556348,45.4406301
HD 211153,333.7023946,22.52337611
HD 2112,6.42394516,54.99420014
HD 211211,333.6851392,42.9538054
HD 211242,333.4570114,63.1623044
HD 211274,333.7644595,43.77312485
HD 211291,334.1562863,-25.89821664
HD 211300,333.2201625,73.30728805
HD 211367,334.291907,-34.76097196
HD 211374,333.1211677,76.46200643
HD 211392,334.218774,-9.040099937
HD 211432,334.1234523,27.80401014
HD 211460,334.1716867,29.17335125
HD 21149,50.93602313,-32.70707503
HD 211554,334.1110663,57.22026042
HD 211575,334.517614,-0.237896643
HD 211606,334.446931,26.93648824
HD 211660,334.3681213,49.12699458
HD 211687,334.8326642,-28.20858678
HD 211718,334.6963947,19.96189239
HD 211726,335.1513529,-57.50981852
HD 211729,335.2679644,-62.54850167
HD 211797,334.7344986,37.76948231
HD 211800,334.8488331,15.54572333
HD 211960,335.1765139,14.03220091
HD 212002,335.1174029,37.29794417
HD 212071,335.164678,50.98081233
HD 212136,335.1615134,58.40999904
HD 212211,336.2958016,-70.43189561
HD 212212,335.4701611,40.66642953
HD 212320,335.883965,-7.194386999
HD 212330,336.2359508,-57.79902222
HD 212334,335.7095264,36.65927924
HD 212386,336.1642984,-41.44048478
HD 212399,336.0680757,-21.59707844
HD 212448,336.1936466,-26.86005371
HD 212454,335.7509222,57.28463387
HD 212474,336.1499712,-1.186503359
HD 212487,335.9775133,38.57416385
HD 212495,335.7523468,62.41941409
HD 212517,336.1809305,9.810242292
HD 212610,337.4621966,-78.21324968
HD 212670,336.4197157,18.44443387
HD 21269,51.75959988,34.42949155
HD 212691,336.2644152,51.2559869
HD 212710,333.2977685,86.10817866
HD 212728,337.1587096,-67.48937822
HD 212774,333.2984053,86.22140332
HD 21278,52.01294917,49.06275428
HD 212870,337.1253299,-51.78807589
HD 212882,336.4457465,63.32832333
HD 212978,336.8604033,39.80999982
HD 212988,336.9429936,31.84017533
HD 213022,336.5036852,70.77092501
HD 213025,337.0461805,27.01865641
HD 213048,336.7951559,61.91187245
HD 213061,337.0146558,44.12063183
HD 213135,337.4423332,-27.10731139
HD 213179,337.2927399,26.76317912
HD 213242,337.0813007,64.08501497
HD 21335,51.76364934,18.75654238
HD 213388,337.4729011,52.41670202
HD 213402,338.8617397,-78.77161781
HD 213412,337.9388052,-35.29046047
HD 213417,336.5016738,80.70166003
HD 213428,337.826705,-2.911440165
HD 213429,337.8270236,-6.555634441
HD 21346,52.07582095,44.37721073
HD 213574,338.0907057,2.585898633
HD 213600,338.3214092,-35.13882012
HD 213618,338.1145727,19.62378689
HD 213619,338.1648855,13.04462207
HD 21362,52.21818893,49.84827347
HD 213644,338.1955491,15.8633425
HD 213658,338.4780664,-44.69056212
HD 213660,338.1099204,39.77968985
HD 21367,51.70529096,0.026193065
HD 213720,338.0782167,54.03708852
HD 213742,339.0928739,-72.71308655
HD 213780,338.5274531,-9.608475427
HD 21379,51.82786002,12.73525016
HD 213835,338.3942959,40.81904107
HD 213882,338.8877901,-51.60397827
HD 213884,338.9712776,-57.88379328
HD 213893,338.6496351,0.594843972
HD 213947,338.6522187,26.59821289
HD 213973A,338.2637541,69.91384344
HD 214019,338.320656,70.37377597
HD 21402,52.08640142,33.80729942
HD 214035,338.0672761,76.22639394
HD 214071,338.2140579,74.07333945
HD 214122,339.1474459,-31.66396839
HD 214128,338.9571116,20.27382391
HD 214150,339.2454771,-40.59134536
HD 214199,339.0327325,36.76237577
HD 214200,339.0329487,35.57723915
HD 214203,339.1513104,11.69666375
HD 214240,338.9724703,50.07078833
HD 214245,339.1744719,13.15582383
HD 214279,338.9667478,56.07056715
HD 214298,339.2701476,12.57667407
HD 21430,51.59389259,-27.31724195
HD 214313,339.2027968,35.65241547
HD 214421,339.3125205,42.81034792
HD 214448,339.5926059,-7.897570161
HD 214462,339.6858989,-28.74826684
HD 214465,339.7315189,-38.47742077
HD 21447,52.50040205,55.45175366
HD 21455,52.35967815,46.93775165
HD 214558,339.572501,45.18293013
HD 214584,339.4129611,63.76936355
HD 214599,339.9345896,-28.32584085
HD 214632,340.2042815,-57.42234436
HD 21465,52.55451192,55.37503535
HD 214690,340.0923766,-30.65980464
HD 214708,340.3142946,-57.02822139
HD 214710,339.304795,75.37184478
HD 214714,339.8931227,37.59282416
HD 214716,339.8803694,37.35356062
HD 214786,340.1138731,4.574458477
HD 214810A,340.1998236,-3.55448478
HD 214850A,340.2207745,14.54981029
HD 214873,340.3569204,-12.22998959
HD 214878,340.0767424,53.84584348
HD 214929,340.2659592,36.26342833
HD 214976,340.2614862,51.75848198
HD 214979,340.3807039,30.96586905
HD 214987,340.6797143,-44.24787976
HD 214995,340.4898345,14.5163014
HD 215030,340.4010441,41.5493928
HD 215128,340.7209429,4.968833944
HD 215158,341.1556155,-62.54847847
HD 215159,340.5866824,53.9087106
HD 215191,340.7310223,37.80270984
HD 21524,52.15135794,11.39036111
HD 215243,340.9279438,10.93867718
HD 215296,341.0888754,-14.67610379
HD 215344,340.9232986,47.41177346
HD 215360,341.0536065,29.60995952
HD 215383,340.8574208,62.67141737
HD 215405,341.4197358,-46.54738588
HD 215424,341.5194834,-55.06361889
HD 215451,341.3667507,-15.58356269
HD 215473,341.220842,39.20093649
HD 21551,52.65410889,48.10348439
HD 215517,341.6732229,-51.05023919
HD 215518,341.2046122,52.51724211
HD 215562,341.8982657,-65.56028251
HD 215588,341.2645993,58.14644768
HD 215617,342.135128,-70.93342527
HD 215627,341.7881273,-41.69182199
HD 21563,51.00991955,-69.62451912
HD 215660,341.9892961,-58.68480226
HD 215664,341.543482,44.54619859
HD 215669,341.8295051,-34.16159787
HD 215682,342.0897886,-61.68437953
HD 215705,341.5878288,46.21499453
HD 215729,342.3229626,-70.34784173
HD 215769,342.2303474,-63.71838242
HD 215782,341.9846957,-25.91252817
HD 21586,51.89561402,-39.88057602
HD 215907,341.8468841,58.48306058
HD 215943,342.0457349,37.41641071
HD 215953,342.0337361,49.58268023
HD 215981,342.3214648,-23.09255363
HD 216042,342.4965821,-32.80556775
HD 216048,342.384218,10.47845328
HD 216102,342.1845237,62.9381956
HD 216149,342.7590975,-39.15686944
HD 216169,342.9369885,-59.88139272
HD 216174,342.4436331,55.9029448
HD 21620,52.8721575,49.20977005
HD 216201,342.6633008,19.14115648
HD 216206,342.5420803,50.6769173
HD 21635,52.04822045,-35.85344329
HD 216425,342.8729042,62.9719637
HD 216446,341.8720184,83.15403864
HD 216500,343.1584835,50.70485271
HD 216512,343.2260763,38.61595651
HD 216523,343.217814,50.41227999
HD 216565,343.467395,1.843093878
HD 216595,343.2658788,60.10104595
HD 21661,52.95432753,49.40109169
HD 216635,343.5754004,17.79488786
HD 216646,343.5297175,40.37703084
HD 216666,343.8123613,-36.38856626
HD 216718,343.7957874,-4.987923976
HD 216725,343.8383574,-5.689693766
HD 216727,343.8776602,-20.1394704
HD 216742,343.9770184,-41.09665097
HD 216756,343.7615235,37.07685552
HD 216761,343.9646431,-31.63328086
HD 216831,343.9355475,36.35139361
HD 21684,52.87636715,40.75973696
HD 21687,52.60990553,10.45867989
HD 216945,343.993457,62.43228144
HD 21699,53.03599012,48.0233525
HD 2170,6.549822385,56.77903414
HD 217073,344.357308,43.01285735
HD 217096,344.6458305,-35.523724
HD 217101,344.4197412,39.30875056
HD 217157,342.7635328,85.37423342
HD 217166,344.647959,9.356213328
HD 21722,51.40104852,-69.33614278
HD 217295,344.449906,73.13337709
HD 217303,345.0242988,-25.16453425
HD 217314,344.7928933,52.65467239
HD 217348,344.7875617,59.81464223
HD 217358,345.1031211,-25.62703736
HD 217382,343.6084815,84.34628224
HD 217403,345.2822016,-50.95002699
HD 217427,345.134984,13.4684939
HD 217453,345.4796438,-63.08540403
HD 217484,345.3310647,-28.85405688
HD 217491,345.1433271,45.37478358
HD 21760,52.45444492,-22.50539308
HD 217673,345.3779397,57.10543331
HD 21769,53.38432079,58.76504483
HD 217731,345.5472504,44.57278044
HD 217732,345.6465535,16.23248211
HD 217754,345.6392759,31.78169649
HD 217792,345.8746296,-34.7490403
HD 217807,345.9274305,-40.81704327
HD 217825,345.9090232,-26.81327072
HD 217826,345.9345518,-30.44476203
HD 217831,346.2181314,-68.81994453
HD 217842,345.9985686,-41.47864379
HD 21787,52.8379452,17.93816498
HD 217872,345.6628975,63.34084506
HD 21794,53.42187875,57.86888697
HD 217944,345.8395692,58.56381039
HD 218029,345.8872682,67.20925631
HD 218061,346.3033667,-17.07941281
HD 218101,346.275327,16.56194493
HD 218108,347.1015996,-79.48084704
HD 21811,52.66926273,-9.730072945
HD 218139,346.1360157,63.24082623
HD 218170,346.3745167,28.98866928
HD 21819,53.41243208,54.9748587
HD 218255,346.7893954,-49.60612926
HD 218259,346.5510316,36.82021036
HD 21826,52.07192713,-57.88230159
HD 218269,346.811312,-50.68679535
HD 218283,346.7418501,-30.0481612
HD 218288,347.1486775,-73.58612956
HD 218365,346.7712811,35.63654235
HD 218381,346.8561896,20.5814823
HD 218416,346.7919156,52.81665614
HD 218434,347.0874882,-28.82382062
HD 21844,53.3381605,47.9499654
HD 218440,346.7936015,59.72738505
HD 218497,347.4363684,-67.87650884
HD 218525,347.0519119,44.56186032
HD 218558,347.5540658,-66.85748841
HD 218559,348.0530063,-80.91274348
HD 218560,346.9884413,64.22251625
HD 218619,347.4360548,-28.08855901
HD 218630,347.4870214,-42.86132525
HD 218660,347.3853654,29.66969131
HD 218759,347.6939265,-29.52541891
HD 218792,347.6777675,17.59425237
HD 219110,348.2664547,29.44135043
HD 219139,348.3604045,11.0649825
HD 219196,348.4974603,19.63387638
HD 219263,348.7448998,-41.10588836
HD 219279,348.6673519,-10.68888765
HD 219290,348.5602399,50.617868
HD 219291,348.5904569,29.77179378
HD 219295,348.7070071,-7.702891588
HD 219301,348.8483437,-56.6920192
HD 219310,348.652599,24.10291735
HD 219392,349.0183651,-51.87205736
HD 219409,348.937117,-29.8476536
HD 219461,348.9931476,-1.423905178
HD 219482,349.2420354,-62.00131377
HD 219485,348.6552795,74.2313027
HD 219487,348.9916634,24.77094651
HD 219507,349.1658189,-44.48920455
HD 219531,349.207471,-41.19432185
HD 219572,349.7867383,-79.47232929
HD 219580,349.2866793,-28.43872213
HD 219590,349.1996572,10.59900927
HD 219631,349.503786,-61.00406638
HD 219644,349.5836786,-67.47109844
HD 219659,349.417203,-11.71291861
HD 219668,349.3201088,45.1638904
HD 21970,54.85442478,75.73965941
HD 219702,349.4858368,-13.79523921
HD 219758,349.6236165,-18.84154442
